id_exam,id_reactiv,num_reac_a,num_reac_b,num_reac_c,num_reac_d,rc,i_ancla,i_elim,id_area,area,id_subarea,subarea,id_especf,especf,id_estimul,nr_especf,id_taxo,nvl_taxo,p_rc,rpbis_rc,rpbis_op1,rpbis_op2,rpbis_op3,rpbis_op4,p_rce,rpbis_rce,rpbis_op1e,rpbis_op2e,rpbis_op3e,rpbis_op4e
O_322018a,O_3220557,65,65,0,0,2,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24592,A PARTIR DE UN LISTADO DE ACCIONES DE GESTI”N ESCOLAR IDENTIFICAR LAS QUE PERMITAN LA AUTONOMÕA DE LAS ESCUELAS,,2,1,CONOCIMIENTO,58.33,0.17,-0.112,0.17,-0.183,-0.108,58.33,0.198,-0.139,0.198,-0.215,-0.116
O_322018a,O_3220579,66,66,0,0,1,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24592,A PARTIR DE UN LISTADO DE ACCIONES DE GESTI”N ESCOLAR IDENTIFICAR LAS QUE PERMITAN LA AUTONOMÕA DE LAS ESCUELAS,,2,1,CONOCIMIENTO,26.79,0.096,0.096,-0.118,-0.054,-0.071,26.79,0.106,0.106,-0.141,-0.056,-0.077
O_322018a,O_3220561,67,67,0,0,1,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24592,A PARTIR DE UN LISTADO DE ACCIONES DE GESTI”N ESCOLAR IDENTIFICAR LAS QUE PERMITAN LA AUTONOMÕA DE LAS ESCUELAS,,2,1,CONOCIMIENTO,91.96,0.291,0.291,-0.239,-0.137,-0.21,0,0,0,0,0,0
O_322018a,O_322033,68,68,0,0,2,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24593,"A PARTIR DE UNA SITUACI”N ESCOLAR (PARTICIPACI”N DE PADRES DE FAMILIA, PLANEACI”N DE LA RUTA DE MEJORA O QUE PRESENTE RESULTADOS EDUCATIVOS) DISTINGUIR LAS ACCIONES DE GESTI”N ESCOLAR QUE PERMITEN A DOCENTES Y DIRECTIVOS TOMAR DECISIONES AUT”NOMAS ORIENT",,2,3,APLICACI”N,91.96,0.204,-0.13,0.204,-0.086,-0.277,0,0,0,0,0,0
O_322018a,O_3220375,69,69,0,0,4,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24593,"A PARTIR DE UNA SITUACI”N ESCOLAR (PARTICIPACI”N DE PADRES DE FAMILIA, PLANEACI”N DE LA RUTA DE MEJORA O QUE PRESENTE RESULTADOS EDUCATIVOS) DISTINGUIR LAS ACCIONES DE GESTI”N ESCOLAR QUE PERMITEN A DOCENTES Y DIRECTIVOS TOMAR DECISIONES AUT”NOMAS ORIENT",,2,3,APLICACI”N,70.83,0.1,-0.147,-0.117,-0.018,0.1,0,0,0,0,0,0
O_322018a,O_322032,70,70,0,0,2,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24594,"A PARTIR DE PLANTEAMIENTOS SE—ALADOS EN LA NORMATIVIDAD VIGENTE SOBRE GESTI”N ESCOLAR (DEL APRENDIZAJE, EVALUACI”N CON EQUIDAD Y AUTONOMÕA DE GESTI”N) SELECCIONAR LAS ACCIONES QUE PERMITEN ORIENTAR AL ASESOR T…CNICO PEDAG”GICO Y AL SUPERVISOR ESCOLAR PAR",,2,1,CONOCIMIENTO,67.86,0.273,-0.234,0.273,-0.196,-0.171,67.86,0.264,-0.238,0.264,-0.205,-0.17
O_322018a,O_3220422,71,71,0,0,2,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24594,"A PARTIR DE PLANTEAMIENTOS SE—ALADOS EN LA NORMATIVIDAD VIGENTE SOBRE GESTI”N ESCOLAR (DEL APRENDIZAJE, EVALUACI”N CON EQUIDAD Y AUTONOMÕA DE GESTI”N) SELECCIONAR LAS ACCIONES QUE PERMITEN ORIENTAR AL ASESOR T…CNICO PEDAG”GICO Y AL SUPERVISOR ESCOLAR PAR",,2,1,CONOCIMIENTO,80.36,0.351,-0.181,0.351,-0.17,-0.305,80.36,0.36,-0.2,0.36,-0.193,-0.304
O_322018a,O_3220205,72,72,0,0,4,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24595,A PARTIR DE UNA SITUACI”N ESCOLAR (INCUMPLIMIENTO DE ALGUNOS RASGOS DE LA NORMALIDAD MÕNIMA) IDENTIFICAR ACCIONES QUE PERMITEN AL JEFE DE SECTOR ORIENTAR SOBRE LA ASESORÕA Y SUPERVISI”N ESCOLARES A FIN DE PROMOVER LA AUTONOMÕA DE GESTI”N DE LAS ESCUELAS,,2,3,APLICACI”N,71.43,0.266,-0.261,-0.223,-0.076,0.266,71.43,0.27,-0.278,-0.208,-0.094,0.27
O_322018a,O_3220496,73,73,0,0,1,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24595,A PARTIR DE UNA SITUACI”N ESCOLAR (INCUMPLIMIENTO DE ALGUNOS RASGOS DE LA NORMALIDAD MÕNIMA) IDENTIFICAR ACCIONES QUE PERMITEN AL JEFE DE SECTOR ORIENTAR SOBRE LA ASESORÕA Y SUPERVISI”N ESCOLARES A FIN DE PROMOVER LA AUTONOMÕA DE GESTI”N DE LAS ESCUELAS,,2,3,APLICACI”N,79.76,0.175,0.175,-0.056,-0.266,-0.13,79.76,0.163,0.163,-0.057,-0.284,-0.108
O_322018a,O_3220577,74,74,0,0,3,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24595,A PARTIR DE UNA SITUACI”N ESCOLAR (INCUMPLIMIENTO DE ALGUNOS RASGOS DE LA NORMALIDAD MÕNIMA) IDENTIFICAR ACCIONES QUE PERMITEN AL JEFE DE SECTOR ORIENTAR SOBRE LA ASESORÕA Y SUPERVISI”N ESCOLARES A FIN DE PROMOVER LA AUTONOMÕA DE GESTI”N DE LAS ESCUELAS,,2,3,APLICACI”N,36.9,0.143,-0.09,-0.075,0.143,-0.154,0,0,0,0,0,0
O_322018a,O_3220467,75,75,0,0,2,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24596,A PARTIR DE UN LISTADO DE ESTRATEGIAS DE INTERVENCI”N IDENTIFICAR LAS QUE SIRVAN A LOS SUPERVISORES PARA IMPULSAR EL DISE—O DE LA RUTA DE MEJORA ESCOLAR,,2,2,COMPRENSI”N,65.48,0.198,-0.237,0.198,-0.14,-0.124,65.48,0.186,-0.236,0.186,-0.134,-0.134
O_322018a,O_3220471,76,76,0,0,3,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24596,A PARTIR DE UN LISTADO DE ESTRATEGIAS DE INTERVENCI”N IDENTIFICAR LAS QUE SIRVAN A LOS SUPERVISORES PARA IMPULSAR EL DISE—O DE LA RUTA DE MEJORA ESCOLAR,,2,2,COMPRENSI”N,64.29,0.214,-0.146,-0.216,0.214,-0.098,64.29,0.212,-0.147,-0.211,0.212,-0.122
O_322018a,O_32203,77,77,0,0,1,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24597,"A PARTIR DE LA DESCRIPCI”N DE LAS DIFICULTADES DE UNA ESCUELA (LIDERAZGO, TRABAJO COLABORATIVO O RESULTADOS EDUCATIVOS) SELECCIONAR LAS ESTRATEGIAS DE INTERVENCI”N DEL SUPERVISOR PARA IMPULSAR EL DISE—O DE LA RUTA DE MEJORA ESCOLAR",,2,3,APLICACI”N,86.9,0.426,0.426,-0.193,-0.413,-0.163,86.9,0.431,0.431,-0.222,-0.403,-0.175
O_322018a,O_3220175,78,78,0,0,4,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24597,"A PARTIR DE LA DESCRIPCI”N DE LAS DIFICULTADES DE UNA ESCUELA (LIDERAZGO, TRABAJO COLABORATIVO O RESULTADOS EDUCATIVOS) SELECCIONAR LAS ESTRATEGIAS DE INTERVENCI”N DEL SUPERVISOR PARA IMPULSAR EL DISE—O DE LA RUTA DE MEJORA ESCOLAR",,2,3,APLICACI”N,83.04,0.425,-0.216,-0.31,-0.273,0.425,83.04,0.42,-0.211,-0.328,-0.269,0.42
O_322018a,O_3220674,79,79,0,0,2,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24598,"A PARTIR DE LAS CARACTERÕSTICAS DE ORGANIZACI”N Y FUNCIONAMIENTO DE UNA ESCUELA (RUTA DE MEJORA ESCOLAR, EL IMPULSO DE LOS CONSEJOS T…CNICOS ESCOLARES, DEL CONSEJO DE PARTICIPACI”N SOCIAL EN EDUCACI”N O EL FORTALECIMIENTO DEL LIDERAZGO DIRECTIVO) IDENTI",,2,2,COMPRENSI”N,90.77,0.215,-0.258,0.215,-0.052,-0.146,0,0,0,0,0,0
O_322018a,O_3220177,80,80,0,0,3,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24598,"A PARTIR DE LAS CARACTERÕSTICAS DE ORGANIZACI”N Y FUNCIONAMIENTO DE UNA ESCUELA (RUTA DE MEJORA ESCOLAR, EL IMPULSO DE LOS CONSEJOS T…CNICOS ESCOLARES, DEL CONSEJO DE PARTICIPACI”N SOCIAL EN EDUCACI”N O EL FORTALECIMIENTO DEL LIDERAZGO DIRECTIVO) IDENTI",,2,2,COMPRENSI”N,64.88,0.242,-0.173,-0.221,0.242,-0.165,64.88,0.259,-0.188,-0.237,0.259,-0.185
O_322018a,O_3220676,81,81,0,0,1,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24598,"A PARTIR DE LAS CARACTERÕSTICAS DE ORGANIZACI”N Y FUNCIONAMIENTO DE UNA ESCUELA (RUTA DE MEJORA ESCOLAR, EL IMPULSO DE LOS CONSEJOS T…CNICOS ESCOLARES, DEL CONSEJO DE PARTICIPACI”N SOCIAL EN EDUCACI”N O EL FORTALECIMIENTO DEL LIDERAZGO DIRECTIVO) IDENTI",,2,2,COMPRENSI”N,60.71,0.077,0.077,-0.157,-0.027,-0.156,0,0,0,0,0,0
O_322018a,O_3220179,82,82,0,0,4,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24599,A PARTIR DE UN LISTADO DE ESTRATEGIAS DE GESTI”N ESCOLAR IDENTIFICAR LAS QUE FAVORECEN LA AUTONOMÕA DEL COLECTIVO DOCENTE PARA ESTABLECER METAS COMUNES PARA LA FORMACI”N DEL ALUMNADO,,2,2,COMPRENSI”N,90.77,0.231,-0.114,-0.18,-0.176,0.231,0,0,0,0,0,0
O_322018a,O_3220427,83,83,0,0,4,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24599,A PARTIR DE UN LISTADO DE ESTRATEGIAS DE GESTI”N ESCOLAR IDENTIFICAR LAS QUE FAVORECEN LA AUTONOMÕA DEL COLECTIVO DOCENTE PARA ESTABLECER METAS COMUNES PARA LA FORMACI”N DEL ALUMNADO,,2,2,COMPRENSI”N,77.68,0.238,-0.058,-0.222,-0.211,0.238,77.68,0.26,-0.065,-0.247,-0.233,0.26
O_322018a,O_3220578,84,84,0,0,4,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24600,A PARTIR DE LA DESCRIPCI”N DE UNA SITUACI”N DE UN COLECTIVO DOCENTE RELACIONADA CON EL ESTABLECIMIENTO DE METAS COMUNES PARA LA FORMACI”N DEL ALUMNADO IDENTIFICAR LA ESTRATEGIA DE GESTI”N ESCOLAR QUE FAVORECE LA AUTONOMÕA DEL COLECTIVO DOCENTE,,2,3,APLICACI”N,37.5,-0.013,-0.219,-0.015,0.08,-0.013,0,0,0,0,0,0
O_322018a,O_3220180,85,85,0,0,2,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_001,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,24600,A PARTIR DE LA DESCRIPCI”N DE UNA SITUACI”N DE UN COLECTIVO DOCENTE RELACIONADA CON EL ESTABLECIMIENTO DE METAS COMUNES PARA LA FORMACI”N DEL ALUMNADO IDENTIFICAR LA ESTRATEGIA DE GESTI”N ESCOLAR QUE FAVORECE LA AUTONOMÕA DEL COLECTIVO DOCENTE,,2,3,APLICACI”N,85.42,0.228,-0.204,0.228,-0.071,-0.191,85.42,0.225,-0.199,0.225,-0.077,-0.209
O_322018a,O_3220541,86,87,0,0,2,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24601,A PARTIR DE UN LISTADO DE FUENTES DE INFORMACI”N SELECCIONAR LAS NECESARIAS PARA REALIZAR EL DIAGN”STICO DE LA SITUACI”N EDUCATIVA DE LAS ESCUELAS DEL SECTOR,,2,2,COMPRENSI”N,79.46,0.076,-0.169,0.076,0.025,-0.002,0,0,0,0,0,0
O_322018a,O_3220595,87,88,0,0,1,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24601,A PARTIR DE UN LISTADO DE FUENTES DE INFORMACI”N SELECCIONAR LAS NECESARIAS PARA REALIZAR EL DIAGN”STICO DE LA SITUACI”N EDUCATIVA DE LAS ESCUELAS DEL SECTOR,,2,2,COMPRENSI”N,60.12,0.212,0.212,-0.135,-0.243,-0.104,60.12,0.214,0.214,-0.122,-0.263,-0.099
O_322018a,O_3220644,88,90,0,0,2,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,51707,"A PARTIR DE LOS RESULTADOS EDUCATIVOS DE LAS ESCUELAS DEL SECTOR, IDENTIFICAR LA INFORMACI”N QUE PERMITA LA TOMA DE DECISIONES QUE CONTRIBUYAN A MEJORAR LA CALIDAD DEL SERVICIO EDUCATIVO",,2,2,COMPRENSI”N,87.8,0.231,-0.294,0.231,-0.006,-0.049,87.8,0.24,-0.307,0.24,-0.015,-0.06
O_322018a,O_3220651,89,91,0,0,1,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,51707,"A PARTIR DE LOS RESULTADOS EDUCATIVOS DE LAS ESCUELAS DEL SECTOR, IDENTIFICAR LA INFORMACI”N QUE PERMITA LA TOMA DE DECISIONES QUE CONTRIBUYAN A MEJORAR LA CALIDAD DEL SERVICIO EDUCATIVO",,2,2,COMPRENSI”N,47.02,0.101,0.101,-0.168,-0.023,-0.097,47.02,0.114,0.114,-0.187,-0.028,-0.119
O_322018a,O_3220677,90,92,0,0,4,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,51707,"A PARTIR DE LOS RESULTADOS EDUCATIVOS DE LAS ESCUELAS DEL SECTOR, IDENTIFICAR LA INFORMACI”N QUE PERMITA LA TOMA DE DECISIONES QUE CONTRIBUYAN A MEJORAR LA CALIDAD DEL SERVICIO EDUCATIVO",,2,2,COMPRENSI”N,67.26,0.091,-0.121,0.024,-0.143,0.091,0,0,0,0,0,0
O_322018a,O_3220585,91,93,0,0,4,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,51712,"A PARTIR DE LOS RESULTADOS EDUCATIVOS DE ESCUELAS DEL SECTOR CON PROBLEMAS DE LECTURA, ESCRITURA O PENSAMIENTO MATEM¡TICO, JERARQUIZAR LA INFORMACI”N QUE PERMITA TOMAR DECISIONES QUE CONTRIBUYAN A MEJORAR LA CALIDAD DEL SERVICIO EDUCATIVO",,2,3,APLICACI”N,43.75,0.162,-0.059,-0.005,-0.257,0.162,0,0,0,0,0,0
O_322018a,O_3220620,92,94,0,0,4,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,51712,"A PARTIR DE LOS RESULTADOS EDUCATIVOS DE ESCUELAS DEL SECTOR CON PROBLEMAS DE LECTURA, ESCRITURA O PENSAMIENTO MATEM¡TICO, JERARQUIZAR LA INFORMACI”N QUE PERMITA TOMAR DECISIONES QUE CONTRIBUYAN A MEJORAR LA CALIDAD DEL SERVICIO EDUCATIVO",,2,3,APLICACI”N,38.39,0.333,-0.113,-0.108,-0.3,0.333,38.39,0.316,-0.138,-0.085,-0.299,0.316
O_322018a,O_3220678,93,95,0,0,2,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,51712,"A PARTIR DE LOS RESULTADOS EDUCATIVOS DE ESCUELAS DEL SECTOR CON PROBLEMAS DE LECTURA, ESCRITURA O PENSAMIENTO MATEM¡TICO, JERARQUIZAR LA INFORMACI”N QUE PERMITA TOMAR DECISIONES QUE CONTRIBUYAN A MEJORAR LA CALIDAD DEL SERVICIO EDUCATIVO",,2,3,APLICACI”N,58.33,0.217,-0.316,0.217,0,-0.125,58.33,0.214,-0.327,0.214,-0.007,-0.128
O_322018a,O_3220681,94,96,0,0,2,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24604,A PARTIR DE UN LISTADO DE ELEMENTOS IDENTIFICAR AQUELLOS QUE SON NECESARIOS PARA EL DISE—O DEL PLAN DEL TRABAJO DEL SECTOR DE ACUERDO CON LAS NECESIDADES DE LAS ESCUELAS,,2,1,CONOCIMIENTO,76.19,0.22,-0.127,0.22,-0.18,-0.189,76.19,0.2,-0.136,0.2,-0.173,-0.169
O_322018a,O_3220251,95,97,0,0,4,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24604,A PARTIR DE UN LISTADO DE ELEMENTOS IDENTIFICAR AQUELLOS QUE SON NECESARIOS PARA EL DISE—O DEL PLAN DEL TRABAJO DEL SECTOR DE ACUERDO CON LAS NECESIDADES DE LAS ESCUELAS,,2,1,CONOCIMIENTO,77.98,0.338,-0.16,-0.052,-0.371,0.338,77.98,0.309,-0.158,-0.026,-0.359,0.309
O_322018a,O_3220615,96,0,0,0,2,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24604,A PARTIR DE UN LISTADO DE ELEMENTOS IDENTIFICAR AQUELLOS QUE SON NECESARIOS PARA EL DISE—O DEL PLAN DEL TRABAJO DEL SECTOR DE ACUERDO CON LAS NECESIDADES DE LAS ESCUELAS,,2,1,CONOCIMIENTO,68.02,-0.049,0.047,-0.049,-0.048,-0.176,0,0,0,0,0,0
O_322018a,O_322081,97,99,0,0,2,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24605,A PARTIR DE UN LISTADO DE ACTIVIDADES DEL PLAN DE TRABAJO DEL SECTOR SELECCIONAR AQUELLAS QUE PROPICIEN LA ATENCI”N A NECESIDADES DE LAS ESCUELAS,,2,2,COMPRENSI”N,79.46,0.262,-0.26,0.262,-0.198,-0.203,79.46,0.247,-0.254,0.247,-0.194,-0.21
O_322018a,O_3220430,98,100,0,0,3,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24605,A PARTIR DE UN LISTADO DE ACTIVIDADES DEL PLAN DE TRABAJO DEL SECTOR SELECCIONAR AQUELLAS QUE PROPICIEN LA ATENCI”N A NECESIDADES DE LAS ESCUELAS,,2,2,COMPRENSI”N,66.37,0.32,-0.318,-0.177,0.32,-0.109,66.37,0.328,-0.328,-0.199,0.328,-0.114
O_322018a,O_322083,99,101,0,0,2,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24606,A PARTIR DE UN LISTADO DE ESTRATEGIAS DE SEGUIMIENTO SELECCIONAR AQUELLAS QUE PERMITAN EVALUAR EL PLAN DE TRABAJO DE LA JEFATURA DE SECTOR Y LOS RESULTADOS OBTENIDOS,,2,2,COMPRENSI”N,77.38,0.223,-0.129,0.223,-0.174,-0.263,77.38,0.241,-0.151,0.241,-0.156,-0.302
O_322018a,O_3220472,100,102,0,0,2,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24606,A PARTIR DE UN LISTADO DE ESTRATEGIAS DE SEGUIMIENTO SELECCIONAR AQUELLAS QUE PERMITAN EVALUAR EL PLAN DE TRABAJO DE LA JEFATURA DE SECTOR Y LOS RESULTADOS OBTENIDOS,,2,2,COMPRENSI”N,60.71,0.118,-0.072,0.118,-0.094,-0.251,60.71,0.141,-0.086,0.141,-0.139,-0.243
O_322018a,O_3220621,101,103,0,0,3,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24607,A PARTIR DE UNA SITUACI”N QUE DESCRIBA EL PROCESO DE ASESORÕA A LAS SUPERVISIONES ESCOLARES DE SECTOR SELECCIONAR LA ESTRATEGIA DE SEGUIMIENTO QUE PERMITA EVALUAR EL DESARROLLO DE LAS ACCIONES PROPUESTAS,,2,3,APLICACI”N,72.92,0.234,-0.113,-0.133,0.234,-0.266,72.92,0.224,-0.11,-0.126,0.224,-0.283
O_322018a,O_3220338,102,104,0,0,3,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24607,A PARTIR DE UNA SITUACI”N QUE DESCRIBA EL PROCESO DE ASESORÕA A LAS SUPERVISIONES ESCOLARES DE SECTOR SELECCIONAR LA ESTRATEGIA DE SEGUIMIENTO QUE PERMITA EVALUAR EL DESARROLLO DE LAS ACCIONES PROPUESTAS,,2,3,APLICACI”N,88.1,0.178,-0.097,-0.152,0.178,-0.143,88.1,0.191,-0.11,-0.158,0.191,-0.167
O_322018a,O_3220684,103,0,0,0,4,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24607,A PARTIR DE UNA SITUACI”N QUE DESCRIBA EL PROCESO DE ASESORÕA A LAS SUPERVISIONES ESCOLARES DE SECTOR SELECCIONAR LA ESTRATEGIA DE SEGUIMIENTO QUE PERMITA EVALUAR EL DESARROLLO DE LAS ACCIONES PROPUESTAS,,2,3,APLICACI”N,75,0.183,-0.129,-0.197,-0.075,0.183,0,0,0,0,0,0
O_322018a,O_3220395,104,106,0,0,3,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24608,"A PARTIR DE UN LISTADO SOBRE LAS FORMAS DE PARTICIPACI”N DEL SUPERVISOR ESCOLAR (APOYO, ASESORÕA, ACOMPA—AMIENTO) IDENTIFICAR LAS QUE APOYEN EL DISE—O DEL PLAN DE TRABAJO PARA EL ACOMPA—AMIENTO A LOS COLECTIVOS DOCENTES DEL SECTOR",,2,2,COMPRENSI”N,71.43,0.12,-0.133,-0.208,0.12,-0.012,71.43,0.126,-0.16,-0.212,0.126,-0.018
O_322018a,O_3220487,105,107,0,0,1,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24608,"A PARTIR DE UN LISTADO SOBRE LAS FORMAS DE PARTICIPACI”N DEL SUPERVISOR ESCOLAR (APOYO, ASESORÕA, ACOMPA—AMIENTO) IDENTIFICAR LAS QUE APOYEN EL DISE—O DEL PLAN DE TRABAJO PARA EL ACOMPA—AMIENTO A LOS COLECTIVOS DOCENTES DEL SECTOR",,2,2,COMPRENSI”N,44.05,0.066,0.066,-0.131,0.047,-0.16,0,0,0,0,0,0
O_322018a,O_322016,106,108,0,0,2,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24609,A PARTIR DE NECESIDADES DE ACOMPA—AMIENTO DETECTADAS EN ALGUNAS ESCUELAS DEL SECTOR SELECCIONAR LAS ACCIONES QUE DETERMINAN LA PARTICIPACI”N DEL SUPERVISOR ESCOLAR EN EL DISE—O DEL PLAN DE TRABAJO DEL SECTOR,,2,3,APLICACI”N,80.95,0.306,-0.227,0.306,-0.244,-0.149,80.95,0.301,-0.237,0.301,-0.262,-0.135
O_322018a,O_3220193,107,109,0,0,3,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_002,PLANEACI”N DEL TRABAJO DE LA JEFATURA DE SECTOR,24609,A PARTIR DE NECESIDADES DE ACOMPA—AMIENTO DETECTADAS EN ALGUNAS ESCUELAS DEL SECTOR SELECCIONAR LAS ACCIONES QUE DETERMINAN LA PARTICIPACI”N DEL SUPERVISOR ESCOLAR EN EL DISE—O DEL PLAN DE TRABAJO DEL SECTOR,,2,3,APLICACI”N,62.2,0.216,-0.181,-0.171,0.216,-0.11,62.2,0.214,-0.184,-0.18,0.214,-0.119
O_322018a,O_3220654,108,110,0,0,2,0,1,O_3220_02,GESTI”N ESCOLAR,O_3220_02_003,VINCULACI”N CON LA COMUNIDAD ESCOLAR,24610,A PARTIR DE UN LISTADO DE ESTRATEGIAS CUYA APLICACI”N CORRESPONDE AL JEFE DE SECTOR SELECCIONAR AQUELLAS QUE PROPICIEN LA COMUNICACI”N ENTRE LA COMUNIDAD ESCOLAR Y LAS AUTORIDADES EDUCATIVAS,,3,2,COMPRENSI”N,53.57,0.022,-0.065,0.022,-0.127,-0.01,0,0,0,0,0,0
O_322018a,O_3220347,109,111,0,0,4,0,0,O_3220_02,GESTI”N ESCOLAR,O_3220_02_003,VINCULACI”N CON LA COMUNIDAD ESCOLAR,24610,A PARTIR DE UN LISTADO DE ESTRATEGIAS CUYA APLICACI”N CORRESPONDE AL JEFE DE SECTOR SELECCIONAR AQUELLAS QUE PROPICIEN LA COMUNICACI”N ENTRE LA COMUNIDAD ESCOLAR Y LAS AUTORIDADES EDUCATIVAS,,3,2,COMPRENSI”N,54.46,0.162,-0.255,-0.157,-0.011,0.162,54.46,0.151,-0.264,-0.162,-0.01,0.151
