"","M032166","M032721","M032757","M032760A","M032760B","M032760C","M032761","M032692","M032626","M032595","M032673"
"1646",0,0,2,2,0,0,1,2,1,1,1
"1647",1,1,2,2,1,1,2,2,1,1,1
"1648",1,0,0,0,0,0,0,2,1,1,1
"1649",1,0,2,1,0,0,1,2,1,0,1
"1650",1,0,2,2,1,0,2,0,1,1,1
"1651",0,1,2,0,0,0,0,0,1,1,0
"1652",0,0,2,0,0,0,0,2,0,0,0
"1653",1,1,2,2,1,0,2,2,1,1,1
"1654",1,0,2,2,0,0,2,2,1,1,0
"1655",0,0,2,2,1,0,1,0,1,0,1
"1656",0,1,2,1,1,0,0,2,1,0,0
"1657",1,1,2,2,0,1,2,2,1,1,1
"1658",1,1,2,2,1,1,2,2,1,1,1
"1659",0,1,2,2,0,0,0,0,1,0,1
"1660",1,0,0,0,0,0,0,2,1,1,1
"1661",1,0,2,2,1,1,1,2,0,1,1
"1662",1,1,2,2,1,1,2,2,1,1,1
"1663",1,1,2,2,1,1,2,2,1,1,1
"1664",1,1,1,2,1,1,2,2,1,1,1
"1665",1,1,2,2,1,0,2,2,1,1,1
"1666",1,0,2,0,0,0,0,0,1,1,1
"1667",0,0,2,0,0,0,0,0,1,0,1
"1668",1,0,2,2,0,1,2,2,1,0,1
"1669",1,0,2,2,1,0,1,0,1,1,1
"1670",1,1,2,2,1,1,1,2,1,1,1
"1671",1,1,2,2,1,1,2,2,1,1,1
"1672",1,1,0,1,0,1,0,2,1,1,1
"1673",1,1,2,2,1,1,1,2,1,1,1
"1674",1,1,2,2,1,1,2,2,1,1,1
"1675",1,1,2,2,1,1,2,2,1,1,1
"1676",0,0,0,0,0,0,0,0,0,0,1
"1677",1,0,2,2,1,1,2,0,1,1,0
"1678",1,0,0,0,0,0,0,0,0,1,0
"1679",1,1,2,2,0,1,1,2,1,1,1
"1680",1,1,0,2,1,0,1,2,1,1,0
"1681",1,1,2,2,1,1,2,2,1,1,1
"1682",1,1,2,2,0,0,1,2,1,1,1
"1683",1,1,2,2,1,1,2,2,1,1,1
"1684",1,1,2,2,0,0,1,2,1,1,1
"1685",1,0,2,2,1,0,1,2,1,1,1
"1686",1,0,2,2,0,1,2,2,1,1,1
"1687",1,1,2,2,1,1,2,2,1,1,1
"1688",1,1,2,2,1,1,2,2,1,1,1
"1689",1,1,2,2,1,1,2,2,1,1,1
"1690",0,1,0,0,0,0,0,2,1,1,1
"1691",1,1,2,2,1,0,1,2,1,1,1
"1692",0,0,0,0,0,0,0,1,1,1,0
"1693",1,0,2,2,1,0,2,2,1,1,1
"1694",1,1,2,2,1,1,1,2,1,1,1
"1695",0,0,2,1,0,0,0,2,0,0,0
"1696",1,1,2,0,0,0,1,0,1,1,1
"1697",0,0,2,2,1,0,2,0,1,1,1
"1698",0,1,0,0,0,0,0,0,0,1,1
"1699",1,0,2,2,1,1,2,2,1,1,1
"1700",0,0,2,0,0,0,0,0,1,0,0
"1701",1,0,0,0,0,0,0,0,0,1,0
"1702",1,1,2,2,1,1,1,2,1,1,1
"1703",1,0,2,2,0,0,0,2,1,1,1
"1704",1,1,0,2,1,1,2,2,1,1,1
"1705",1,1,2,2,1,1,2,2,1,1,1
"1706",1,1,2,2,0,1,1,0,1,1,1
"1707",1,1,2,2,0,0,2,2,1,1,1
"1708",0,0,2,2,0,0,0,0,0,0,1
"1709",1,1,2,2,1,1,2,2,1,1,1
"1710",1,0,2,2,1,1,2,1,1,1,1
"1711",1,0,2,2,1,1,2,2,1,1,1
"1712",1,1,2,2,1,1,2,2,1,1,1
"1713",0,1,2,0,0,0,0,0,1,0,0
"1714",0,0,2,0,0,0,0,0,1,0,1
"1715",0,0,2,0,0,0,0,0,1,0,1
"1716",1,1,2,2,1,0,2,2,1,1,1
"1717",1,0,2,2,1,1,2,2,1,1,1
"1718",1,0,2,2,1,0,2,0,1,1,1
"1719",1,1,2,2,1,0,2,2,1,1,1
"1720",1,0,2,2,1,1,2,2,1,1,1
"1721",1,1,2,2,1,1,2,2,1,1,1
"1722",1,1,2,2,1,1,2,2,1,1,1
"1723",1,1,2,2,1,1,2,2,0,1,1
"1724",1,1,0,0,1,1,2,2,1,1,1
"1725",1,0,2,2,1,1,2,0,1,1,1
"1726",1,1,2,2,1,1,2,2,1,1,1
"1727",1,1,2,2,1,1,2,2,1,1,1
"1728",1,1,2,0,0,0,0,0,1,1,0
"1729",1,1,2,0,0,0,0,0,1,1,1
"1730",1,1,2,2,1,1,2,2,1,1,1
"1731",1,0,2,0,0,0,1,2,1,1,0
"1732",1,1,2,2,1,1,1,2,1,1,1
"1733",1,0,2,2,1,0,2,2,1,1,1
"1734",1,1,2,2,1,1,2,2,1,1,1
"1735",1,1,2,2,1,1,2,2,1,1,1
"1736",1,1,2,2,1,1,2,2,1,1,1
"1737",1,0,2,2,1,1,2,2,1,1,1
"1738",0,0,0,0,0,0,0,0,1,0,0
"1739",1,1,2,1,0,0,1,0,1,0,1
"1740",1,0,0,0,0,0,0,0,0,1,0
"1741",1,1,2,2,1,1,1,2,1,1,1
"1742",1,1,2,2,1,1,2,2,1,1,1
"1743",1,1,2,2,1,1,1,2,1,1,1
"1744",0,1,0,0,0,0,0,0,0,1,1
"1745",1,1,2,2,1,1,0,2,1,1,1
"1746",1,0,2,1,0,1,0,2,1,1,1
"1747",1,0,2,2,1,1,2,2,1,1,1
"1748",1,1,2,2,1,0,2,2,1,1,1
"1749",0,1,2,2,0,0,0,0,0,0,0
"1750",1,1,2,2,1,1,2,2,1,1,1
"1751",1,1,2,2,1,1,2,2,1,1,1
"1752",1,0,2,2,1,1,2,2,1,1,1
"1753",1,0,2,0,0,0,0,0,0,0,1
"1754",1,1,2,2,1,1,1,2,1,1,1
"1755",0,1,2,2,1,1,1,0,1,1,0
"1756",0,1,2,2,0,1,1,0,1,1,0
"1757",1,1,2,2,1,1,2,2,1,1,1
"1758",0,1,2,2,1,1,0,0,1,1,0
"1759",1,1,2,2,1,0,2,2,1,1,1
"1760",1,0,2,2,0,1,1,2,1,1,1
"1761",0,0,0,0,0,0,0,0,0,0,0
"1762",0,1,0,0,0,0,0,0,0,1,0
"1763",0,0,0,0,0,0,0,0,0,0,1
"1764",0,1,1,0,0,0,0,0,0,0,0
"1765",0,1,2,2,1,0,1,1,1,1,1
"1766",1,0,2,2,1,1,0,0,1,1,1
"1767",0,0,0,0,0,0,0,0,0,1,0
"1768",0,0,2,0,0,0,0,0,1,1,0
"1769",0,1,0,2,0,0,0,2,1,0,0
"1770",0,1,0,0,0,0,0,0,0,0,0
"1771",1,1,2,2,1,1,2,2,1,1,1
"1772",1,0,2,2,1,1,2,2,1,1,1
"1773",1,0,2,2,1,1,2,2,1,1,1
