Entidad,SAP,Equipos por sede,Número de Salas,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Nombre Sede,Dirección,Observaciones,cumple_ancho_banda,ancho_banda,navegador,circuito_TV,ALÁMBRICA_WIFI,SÍstema_operativo,hardware,velocidad_carga,velocidad_descarga,latencia_carga,latencia_descarga
Coahuila,05019,134,5,27,29,34,15,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE PIEDRAS NEGRAS,"CALLE TECNOLÓGICO No. 310, COL. TECNOLÓGICO, C.P. 26080, PIEDRAS NEGRAS, COAH.",,SÍ,30720 KBPS,SÍ,SÍ,ALAMBRICA,SÍ,SÍ,890MBPS,13MBPS,60MS,35MS
Coahuila,05020,155,6,24,24,24,20,20,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE SALTILLO,"BLVD. VENUSTIANO CARRANZA No. 2400, COL. ZONA CENTRO, C.P. 25280, SALTILLO, COAH.",,SÍ,500GB,SÍ,NO,ALAMBRICA,SÍ,SÍ,"6,4MBPS",8MBPS,5MS,36MS
Coahuila,05021,103,4,30,24,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE TORREÓN,"ANTIGUA CARR. TORREÓN-SAN PEDRO KM 7.5 S/N, COL. ANA, C.P. 27170, TORREÓN, COAH.",,SÍ,100000 KBPS,SÍ,SÍ,ALAMBRICA,SÍ,SÍ,63MBPS,57MBPS,47MS,10MS
Coahuila,05022,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS PLANTEL JOHN F. KENNEDY,"CALLE ALAMO No.1400, COL. LOS 90´S, C.P. 25710, MONCLOVA, COAH.",,SÍ,30000KBPS,SÍ,NO,ALAMBRICA,SÍ,SÍ,5MBPS,10MBPS,129MS,64MS
Coahuila,05023,46,2,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE COAHUILA EDIFICIO MECATRÓNICA,"AV. INDUSTRIA METALURGICA No. 2001, COL. CENTRO, C.P. 25900, RAMOS ARIZPE, COAH.",,SÍ,"102,400KBPS",SÍ,NO,ALAMBRICA,SÍ,SÍ,10240KBPS,10240KBPS,53MS,51MS
Coahuila,05024,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS PLANTEL JOAQUÍN ARIZPE DE LA MAZA,"CALZ. ANTONIO NARRO Y PERIFÉRICO LUIS ECHEVERRIA S/N, COL. BUENOS AIRES, C.P. 25060, SALTILLO, COAH.",,SÍ,50MBPS,SÍ,NO,ALAMBRICA,SÍ,SÍ,"52,66MBPS","52,38MBPS",47MS,31MS
Coahuila,05026,40,2,16,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DR. ANDRES OSUNA,"CALLE ZACATECAS No. 265, COL. LIBERTAD, C.P. 25870, CASTAÑOS, COAH.",,SÍ,70000KBPS,SÍ,NO,ALAMBRICA,SÍ,SÍ,69MBPS,78MBPS,152MS,39MS
Coahuila,05027,94,3,46,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE TORREÓN,"CARR. TORREÓN-MATAMOROS KM 10 S/N, COL. JARDÍN, C.P. 27087, TORREÓN, COAH.",,SÍ,200MB,SÍ,SÍ,ALAMBRICA,SÍ,SÍ,98 MB,95MB,30MS ,10MS
Coahuila,05028,46,2,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE COAHUILA EDIFICIO DESARROLLO DE NEGOCIOS,"AV. INDUSTRIA METALURGICA No. 2001, COL. CENTRO, C.P. 25900, RAMOS ARIZPE, COAH.",,SÍ,"102,400KBPS",SÍ,NO,ALAMBRICA,SÍ,SÍ,10240KBPS,10240KBPS,53MS,51MS
Coahuila,05029,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE SAN PEDRO DE LAS COLONIAS,"CALZ. TECNOLÓGICO No. 53, COL. EL TECNOLÓGICO, C.P. 27800, SAN PEDRO, COAH.",,SÍ,100000KBPS,SÍ,SÍ,ALAMBRICA,SÍ,SÍ,80MB,80MB,3MS,3MS
Coahuila,05031,50,3,25,25,35,,,,en domingo se cuenta con la sala 3 con 35 equipos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE ESTUDIOS SUPERIORES DE LA REGIÓN CARBONÍFERA,"CARR. 57 KM 120 S/N, COL. BARRIO 7, C.P. 26950, SABINAS, COAH.",,SÍ,1MBPS,SÍ,NO,ALAMBRICA,SÍ,SÍ,680KBPS,"9,4MBPS","1,1MS",11MS
Coahuila,05032,84,3,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTA No. 21,"CARR. PARRAS-PAILA KM 1.5 S/N, PARRAS DE LA FUENTE, C.P. 27980, PARRAS, COAH.",,SÍ,540MB,SÍ,SÍ,ALAMBRICA,SÍ,SÍ,7.6,62MBS,189MS,189MS
Coahuila,05033,75,3,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE COAHUILA UNIDAD ACADÉMICA PARRAS,"CALLE 20 DE NOVIEMBRE  No. 100, COL. JOSÉ G. MADERO, C.P. 27989, PARRAS, COAH.",,SÍ,200 MB SIMETRICOS,SÍ,SÍ,ALAMBRICA,SÍ,SÍ,160MB,200MB,5MS,5MS
Coahuila,05035,70,2,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE CIUDAD ACUÑA,"CARR. A PRESA DE LA AMISTAD KM 9 S/N, ZONA INDUSTRIAL, C.P. 26220, ACUÑA, COAH.",,SÍ,50000 KBPS,SÍ,NO,ALAMBRICA,SÍ,SÍ,180 MBPS,42 MBPS,"1,3 S",11 MS
Coahuila,05036,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFOTECA CENTRAL DE LA UAdeC,"PROL. DAVID BERLANGA ESQ. CON PROL. 16 DE SEPTIEMBRE S/N, UNIDAD CAMPO REDONDO, C.P. 25000, SALTILLO, COAH.",,SÍ,"87,93MBPS",SÍ,NO,ALAMBRICA,SÍ,SÍ,83MBPS,"91,75MBPS",23MS,117MS
Coahuila,05038,93,3,38,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIUDAD UNIVERSITARIA CAMPUS ARTEAGA (FACULTAD DE SISTEMAS)                      ,"CARR. A MÉXICO KM 13 S/N, COL. CENTRO, C.P. 25350, ARTEAGA, COAH.",,SÍ,100MB,SÍ,NO,ALAMBRICA,SÍ,SÍ,260MBPS,70MBPS,70MS,25MS
Coahuila,05039,54,2,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLOGICA DE LA REGIÓN CARBONIFERA,"CARR. ROSITA - MUZQUIZ KM 3 S/N, S/C, C.P. 26900, SAN JUAN DE SABINAS, COAH.",,SÍ,30000KBPS,SÍ,SÍ,ALAMBRICA,SÍ,SÍ,"27,98MBPS","24,98MBPS",6MS,6MS
Coahuila,05041,30,3,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INFORMÁTICA EDUCATIVA SIGLO XXI,"BLVD. NAZARIO S. ORTIZ GARZA S/N, ZONA CENTRO, C.P. 25000, SALTILLO, COAH.",,SÍ,10MB POR EQUIPO,SÍ,SÍ,ALAMBRICA,SÍ,SÍ,"9,5MBS",9MBS,60 MS ,19 MS
Coahuila,05042,54,2,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE MÚZQUIZ,"CALLE ALEJANDRO GUTIERREZ No. 301, COL. INFONAVIT, C.P. 26340, MÚZQUIZ, COAH. ",,SÍ,20MB,SÍ,NO,ALAMBRICA,SÍ,SÍ,"9,7MBS",11MBS,131MS,38MS
Coahuila,05043,34,2,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE LA REGIÓN CENTRO DE COAHUILA DESARROLLO DE NEGOCIOS,"CARR. 57 NORTE KM 14.5, TRAMO MONCLOVA SABINAS, C.P. 25710, MONCLOVA, COAH.","PLANTEL CON MÁS DE UNA RED DE INTERNET, CONSIDERAR 2 NODOS",SÍ,20MB,SÍ,NO,ALAMBRICA,SÍ,SÍ,"3,2 MBPS",18MBPS,182 MS,48 MS
Coahuila,05044,40,2,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA MONCLOVA-FRONTERA,"LIBRAMIENTO CARLOS SALINAS DE GORTARI No. 903, COL. INDUSTRIAL FUNDIDORES, C.P. 25643, FRONTERA, COAH.",,SÍ,100MB,SÍ,NO,ALAMBRICA,SÍ,SÍ,"4,29MBPS","39,8MBPS",57MS,55MS
Coahuila,05045,126,5,26,26,24,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD AUTÓNOMA DEL NORESTE,"BLVD. JOSÉ MUSA DE LEÓN S/N, FRACC. LOS PINOS, C.P. 25198, SALTILLO, COAH.",,SÍ, 500/50 MB ,NO (EDEGE),SÍ,ALAMBRICA,SÍ,SÍ,41MBPS,510MBPS,8MS,0MS
Coahuila,05046,54,2,42,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIUDAD UNIVERSITARIA CAMPUS ARTEAGA (INFOTECA)                      ,"CARR. A MÉXICO KM 13 S/N, COL. CENTRO, C.P. 25350, ARTEAGA, COAH.",,SÍ,200MBPS,SÍ,SÍ,ALAMBRICA,SÍ,SÍ,320MBPS,170MBPS,8MS,44MS
Coahuila,05047,45,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS PLANTEL LA JABONERA,"AV. GUSTAVO A MADERO No. 209, COL. MORELOS, C.P. 27360, TORREÓN, COAH.",,SÍ,29840 KBS,SÍ,NO,ALAMBRICA,SÍ,SÍ,"34,4 MBPS","28,84 MBPS",157MS,157MS
Coahuila,05048,38,2,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE LA REGIÓN CENTRO DE COAHUILA MANTENIMIENTO INDUSTRIAL,"CARR. 57 NORTE KM 14.5, TRAMO MONCLOVA SABINAS, C.P. 25710, MONCLOVA, COAH.",,SÍ,20MB,SÍ,NO,ALAMBRICA,SÍ,SÍ,"3,2 MBPS",18MBPS,182 MS,48 MS
Coahuila,05049,40,2,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE LA REGIÓN CENTRO DE COAHUILA PROCESOS INDUSTRIALES,"CARR. 57 NORTE KM 14.5, TRAMO MONCLOVA SABINAS, C.P. 25710, MONCLOVA, COAH.",,SÍ,20MB,SÍ,NO,ALAMBRICA,SÍ,SÍ,"3,2 MBPS",18MBPS,182 MS,48 MS
Colima,06002,82,2,42,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 19 MIGUEL HIDALGO Y COSTILLA,"AV. GONZALO DE SANDOVAL No. 330, COL. LAS VÍBORAS, C.P. 28040, COLIMA, COL.",,SÍ,,,,NO,VARIOS,varios,160,170,16,14
Colima,06003,100,4,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 157,"AV. BENITO JUÁREZ No. 1180, COL. MANUEL ÁLVAREZ, C.P. 28060, VILLA DE ÁLVAREZ, COL.",,SÍ,,,,NO,VARIOS,varios,160,170,16,14
Colima,06006,60,2,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP No. 61 PROF. GUSTAVO ALBERTO VAZQUEZ MONTES MANZANILLO,"AV. PAROTAS S/N, COL. VALLE DE LAS GARZAS, C.P. 28219, MANZANILLO, COL.",,SÍ,,,,NO,VARIOS,varios,160,170,16,14
Colima,06007,56,2,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP No. 181 COLIMA,"AV. NIÑOS HÉROES CARR. A LA ESTANCIA No. 1210, COL. DE LOS TRABAJADORES, C.P. 28040, COLIMA, COL.",,SÍ,,,,NO,VARIOS,varios,160,170,16,14
Colima,06008,105,3,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP No. 313 TECOMAN,"CALLE RÍO SOTO LA MARINA S/N, COL. INDECO, C.P. 28130, TECOMÁN COL.",,SÍ,,,,NO,VARIOS,varios,160,170,16,14
Colima,06011,242,9,43,36,32,34,30,18,18,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD DE COLIMA,"AV. UNIVERSIDAD No. 333, COL. LAS VÍBORAS, C.P. 28040, COLIMA, COL.",,SÍ,,,,NO,VARIOS,varios,240,240,41,41
Colima,06012,84,2,50,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD DE COLIMA CAMPUS SAN PEDRITO MANZANILLO,"AV. SAN PEDRITO S/N, SAN PEDRITO, C.P. 28200, MANZANILLO, COL.",,SÍ,,,,NO,VARIOS,varios,160,170,16,14
Chihuahua,08001,78,2,50,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEB-6/4,"PRIV. GUADALUPE No. 106, FRACC. FLORES DEL TEPEYAC, C.P. 33085, CD. DELICIAS, CHIH.",,,,,,,,,,,,
Chihuahua,08002,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEB-7/1,"PROL. FRANCISCO M. PLANCARTE No. 32, COL. EL SALTO, C.P. 33180, GUACHOCHI, CHIH.",,,,,,,,,,,,
Chihuahua,08003,90,2,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTA No. 90,"BLVD. JORGE CASTILLO CABRERA No. 2280, COL. ANEXO PERIODISTAS, C.P. 31590, CUAUHTÉMOC, CHIH.",,SÍ,30MB,SÍ,NO,ALÁMBRICA,SÍ,SÍ,10MBPS,10MBPS,10MS,10MS
Chihuahua,08004,35,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 114,"CALLE BENJAMÍN HERRERA No. 2825, FRACC. INFONAVIT, C.P. 32600, JUÁREZ, CHIH.",,SÍ,200MB,SÍ,SÍ,SÍ,SÍ,SÍ,17Mbps,80Mbps,8ms,3ms
Chihuahua,08005,190,5,40,40,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 122,"CALLE 20A (SALVADOR ALMANZA BUSTILLO) No. 9008, COL. DIVISIÓN DEL NORTE, C.P. 31060, CHIHUAHUA, CHIH.",,SÍ,200 Mb,SÍ,NO,AMBAS,SÍ,SÍ,200 mbps,180 mbps,4 milisegundos,4 milisegundos
Chihuahua,08006,50,2,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 128,"CALLE NUEVA ZELANDA No. 7870, FRACC. OASIS, C.P. 32690, JUÁREZ, CHIH.","Prueba hecha con 20 Mb, en proceso configuracion del equipo necesario para 100 Mb",SÍ,100Mb,SÍ,No aplica,ALÁMBRICA,SÍ,SÍ,2 Mb,18 Mb,4 ms,4 ms
Chihuahua,08007,50,2,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 138,"AV. INDEPENDENCIA Y 11 S/N, COL. LÓPEZ DAVILA, C.P. 33980, JIMÉNEZ, CHIH.",,SÍ,5.8,SÍ,NO,ALÁMBRICA,SÍ,SÍ,830 kbps,5.9 Mbps,173 ms,25 ms
Chihuahua,08008,70,2,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 228,"AV. SOLIDARIDAD No. 3, COL. PRI, C.P. 33820, HIDALGO DEL PARRAL, CHIH.",,SÍ,65 mb,SÍ,NO,AMBAS,SÍ,SÍ,8.6 MBps,31 Ms,256 Ms,31 Ms
Chihuahua,08009,150,5,22,36,28,30,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYT No. 6,"CALLE JOAQUÍN PEDRERO No. 3300, COL. PONCE DE LEÓN, C.P. 31136, CHIHUAHUA, CHIH.",,,,,,,,,,,,
Chihuahua,08010,110,2,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBACH No. 1,"AV. CUAUHTÉMOC No. 1609, COL. CENTRO, C.P. 31000, CHIHUAHUA, CHIH.",,SÍ,80 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,80 Mbps,80 Mbps,41 ms,38 ms
Chihuahua,08011,100,2,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBACH No. 2,"CALLE 10A Y J.J. CALVO No. 42000, COL. SANTA ROSA, C.P. 31050, CHIHUAHUA, CHIH.",,SÍ,80 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,80 Mbps,80 Mbps,41 ms,38 ms
Chihuahua,08012,93,2,43,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBACH No. 3,"BLVD. ANTONIO ORTÍZ MENA Y AV. FRANCISCO VILLA S/N, FRACC. SAN FELIPE IV ETAPA, C.P. 31219, CHIHUAHUA, CHIH.",,SÍ,80 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,80 Mbps,80 Mbps,41 ms,38 ms
Chihuahua,08013,100,2,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBACH No. 4,"CALLE MAESTRO JOSÉ ÁNGEL VIZCAÍNO S/N, FRACC. SAN PABLO, C.P. 31160, CHIHUAHUA, CHIH.",,SÍ,80 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,80 Mbps,80 Mbps,41 ms,38 ms
Chihuahua,08014,80,2,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBACH No. 5,"AV. VALENTÍN FUENTES Y PEDRO ROSALES DE LEÓN No. 1528, FRACC. VILLA HERMOSA, C.P. 32510, JUÁREZ, CHIH.",,SÍ,100 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,100 Mbps,100 Mbps,40 ms,38 ms
Chihuahua,08015,90,2,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBACH No. 6,"CALLE FARADAY S/N, PARQUE IND. ANTONIO J. BERMUDEZ, C.P. 32470, JUÁREZ, CHIH.",,SÍ,100 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,100 Mbps,100 Mbps,40 ms,38 ms
Chihuahua,08016,97,2,42,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBACH No. 7,"CALLE HIEDRA Y TOPINANGO S/N, FRACC. INFONAVIT JUÁREZ NUEVO, C.P. 32698, JUÁREZ, CHIH.",,SÍ,100 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,100 Mbps,100 Mbps,40 ms,38 ms
Chihuahua,08017,80,2,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBACH No. 10,"CALLE ABOLICIÓN DE LA ESCLAVITUD No. 18501, COL. EJIDO NOMBRE DE DIOS, C.P. 31109, CHIHUAHUA, CHIH.",,SÍ,80 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,80 Mbps,80 Mbps,41 ms,38 ms
Chihuahua,08018,128,7,20,20,20,20,16,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE DELICIAS,"PASEO TECNOLÓGICO KM 3.5 S/N, C.P. 33000, DELICIAS, CHIH.",,,,,,,,,,,,
Chihuahua,08019,230,6,29,39,60,40,39,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE CHIHUAHUA,"AV. TECNOLÓGICO No. 2909, COL. 10 DE MAYO, C.P. 31200, CHIHUAHUA, CHIH.",,,,,,,,,,,,
Chihuahua,08020,29,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OFICINAS DEL SUBSISTEMA DE PREPARATORIA ABIERTA Y TELEBACHILLERATO,"CALLE BOGOTÁ No. 1905, FRACC. GLORIA, C.P. 31130, CHIHUAHUA, CHIH.",,,,,,,,,,,,
Chihuahua,08021,28,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEA CHIHUAHUA,"AV. DIVISIÓN DEL NORTE No. 3707, COL. ALTAVISTA, C.P. 31170, CHIHUAHUA, CHIH.",,,,,,,,,,,,
Chihuahua,08022,400,16,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,UACH-FACULTAD DE CONTADURIA Y ADMINISTRACION,"CTO. UNIVERSITARIO CAMPUS II UACH No. 1, C.P. 31125, CHIHUAHUA, CHIH.",,SÍ,10000 Mbps,EDGE/CHROME/FIREFOX,NO,AMBAS,SÍ,SÍ,1 Mpbs por equipo,1 Mbps por equipo,< 60 ms,< 60 ms
Chihuahua,08023,220,6,40,40,40,40,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UACH-FACULTAD DE INGENIERIA,"CTO. No. 1 S/N, NUEVO CAMPUS UNIVERSITARIO II, C.P. 31100, CHIHUAHUA, CHIH.",,SÍ,10000 Mbps,EDGE/CHROME/FIREFOX,NO,AMBAS,SÍ,SÍ,1 Mpbs por equipo,1 Mbps por equipo,< 60 ms,< 60 ms
Chihuahua,08024,146,6,19,25,25,31,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UACJ-INSTITUTO DE ARQUITECTURA DISEÑO Y ARTE,"AV. DEL CHARRO No. 450, NORTE PARTIDO ROMERO, C.P. 32310, JUÁREZ, CHIH.",,SÍ,10000 Mbps,EDGE/CHROME/FIREFOX,SÍ,AMBAS,SÍ,SÍ,1 Mpbs por equipo,1 Mbps por equipo,< 60 ms,< 60 ms
Chihuahua,08025,322,13,21,36,24,21,30,30,30,12,21,30,36,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,UACJ-INSTITUTO DE CIENCIAS BIOMEDICAS,"AV. BENJAMÍN FRANKLIN No. 4651, ZONA PRONAF, C.P. 32310, JUÁREZ, CHIH.",,SÍ,10000 Mbps,EDGE/CHROME/FIREFOX,SÍ,AMBAS,SÍ,SÍ,1 Mpbs por equipo,1 Mbps por equipo,< 60 ms,< 60 ms
Chihuahua,08026,332,13,24,39,39,24,20,24,42,24,24,24,8,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,UACJ-INSTITUTO DE CIENCIAS SOCIALES Y ADMINISTRATIVAS (ICSA),"AV. UNIVERSIDAD Y HEROICO COLEGIO MILITAR S/N, ZONA CHAMIZAL, C.P. 32300, JUÁREZ, CHIH.",,SÍ,10000 Mbps,EDGE/FIREFOX,No,AMBAS,SÍ,SÍ,1 Mpbs por equipo,1 Mbps por equipo,< 60 ms,< 60 ms
Chihuahua,08027,303,11,25,25,25,25,25,20,28,36,37,37,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,UACJ-INSTITUTO DE INGENIERIA Y TECNOLOGIA,"AV. DEL CHARRO No. 450, NORTE PARTIDO ROMERO, C.P. 32310, JUÁREZ, CHIH.",,SÍ,10000 Mbps,EDGE/CHROME/FIREFOX,SÍ,AMBAS,SÍ,SÍ,1 Mpbs por equipo,1 Mbps por equipo,< 60 ms,< 60 ms
Chihuahua,08028,210,7,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE CHIHUAHUA,"AV. MONTES AMERICANOS No. 9501, COL. SECTOR 35, C.P. 31216, CHIHUAHUA, CHIH.","EL LAB 8 SON LAPTOPS, EL ANCHO DE BANDA ES PARA TODOS LOS LABS, EL SISTEMA OPERATIVO DEL LAB 1 ES UBUNTU ",SÍ,20 AMPLIABLES A 40 Mbps,MOZILLA/CHROME,NO,ALÁMBRICA,WIN 10/Ubuntu,,20 AMPLIABLES A 40 Mbps,20 AMPLIABLES A 40 Mbps,10 ms,10 ms
Chihuahua,08029,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBACH No. 9,"AV. UNIVERSIDAD TECNOLÓGICA No. 2921, FRACC. HACIENDA DE LAS TORRES UNIVERSIDAD, JUÁREZ, CHIH.",,SÍ,100 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,100 Mbps,100 Mbps,40 ms,38 ms
Chihuahua,08033,50,2,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYT No. 9 ,"CALLE DE LA MANZANA S/N, COL. LOMAS DE POLEO, C.P. 32107, JUÁREZ, CHIH.",,,,,,,,,,,,
Chihuahua,08034,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBACH No. 11,"CALLE FRANCISCO GONZÁLEZ BOCANEGRA Y SECUNDARIA SUR S/N, PARQUE IND. LAS AMÉRICAS, C.P. 32596, JUÁREZ, CHIH.",,SÍ,100 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,100 Mbps,100 Mbps,40 ms,38 ms
Chihuahua,08035,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBACH No. 19,"AV. UNIVERSIDAD No. 2255, ZONA CHAMIZAL, C.P. 32320, JUÁREZ, CHIH.",,SÍ,100 Mbps,SÍ,SÍ,AMBAS,SÍ,SÍ,100 Mbps,100 Mbps,40 ms,38 ms
Chihuahua,08036,25,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYT No. 8,"PERIFÉRICO GÓMEZ MORÍN S/N, COL. LA CIUDADELA, C.P. 31500, CUAUHTÉMOC, CHIH.",,SÍ,100MB,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,9MBPS,100MBPS,87MS,24MS
Chihuahua,08037,50,2,35,15,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,CECYT No. 3,"AV. DIVISIÓN DEL NORTE Y FELIPE ÁNGELES S/N, COL. NICOLÁS FERNÁNDEZ, C.P. 33920, ALLENDE, CHIH.",,,,,,,,,,,,
Chihuahua,08038,51,3,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP CHIHUAHUA I ,"AV. MIRADOR No. 7744, FRACC. COLINAS DEL VALLE, C.P. 31217, CHIHUAHUA, CHIH.",,,,,,,,,,,,
Chihuahua,08039,110,4,35,35,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP CHIHUAHUA II,"AV. MARÍA ELENA HERNÁNDEZ S/N, COL. REVOLUCIÓN, C.P. 31107, CHIHUAHUA, CHIH.",,,,,,,,,,,,
